mal_id,url,trailer,title,title_japanese,type,source,episodes,status,aired,duration,rating,score,members,favorites,genres,start_date
31181,https://myanimelist.net/anime/31181/Owarimonogatari,https://www.youtube-nocookie.com/embed/TOlWzlNk0nw?enablejsapi=1&wmode=opaque&autoplay=1,Owarimonogatari,終物語,TV,Light novel,12.0,Finished Airing,"Oct 4, 2015 to Dec 20, 2015",26 min per ep,R - 17+ (violence & profanity),8.45,503028,3001,"Comedy, Mystery, Supernatural",
11577,https://myanimelist.net/anime/11577/Steins_Gate_Movie__Fuka_Ryouiki_no_Déjà_vu,https://www.youtube-nocookie.com/embed/rDsCNz3pWUg?enablejsapi=1&wmode=opaque&autoplay=1,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,劇場版 シュタインズゲート 負荷領域のデジャヴ,Movie,Visual novel,1.0,Finished Airing,"Apr 20, 2013",1 hr 30 min,PG-13 - Teens 13 or older,8.45,630291,2794,"Drama, Sci-Fi",20.04.2013
36649,https://myanimelist.net/anime/36649/Banana_Fish,https://www.youtube-nocookie.com/embed/YUGS9j6pcV4?enablejsapi=1&wmode=opaque&autoplay=1,Banana Fish,BANANA FISH,TV,Manga,24.0,Finished Airing,"Jul 6, 2018 to Dec 21, 2018",22 min per ep,R - 17+ (violence & profanity),8.45,939210,31723,"Action, Adventure, Drama, Suspense",
37105,https://myanimelist.net/anime/37105/Grand_Blue,https://www.youtube-nocookie.com/embed/m-nN3SlHwZk?enablejsapi=1&wmode=opaque&autoplay=1,Grand Blue,ぐらんぶる,TV,Manga,12.0,Finished Airing,"Jul 14, 2018 to Sep 29, 2018",24 min per ep,PG-13 - Teens 13 or older,8.45,876263,21976,Comedy,
37379,https://myanimelist.net/anime/37379/Chihayafuru_3,https://www.youtube-nocookie.com/embed/yEflqf1U9lA?enablejsapi=1&wmode=opaque&autoplay=1,Chihayafuru 3,ちはやふる 3,TV,Manga,24.0,Finished Airing,"Oct 23, 2019 to Mar 25, 2020",22 min per ep,PG-13 - Teens 13 or older,8.45,153782,1663,"Drama, Sports",
54857,https://myanimelist.net/anime/54857/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_3rd_Season,https://www.youtube-nocookie.com/embed/qMJNdQFPaHk?enablejsapi=1&wmode=opaque&autoplay=1,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,Re:ゼロから始める異世界生活 3rd season,TV,Light novel,16.0,Finished Airing,"Oct 2, 2024 to Mar 26, 2025",28 min per ep,R - 17+ (violence & profanity),8.44,448625,6138,"Drama, Fantasy, Suspense",
35737,https://myanimelist.net/anime/35737/Pluto,https://www.youtube-nocookie.com/embed/KHSt5U0l3Wc?enablejsapi=1&wmode=opaque&autoplay=1,Pluto,プルートウ,ONA,Manga,8.0,Finished Airing,"Oct 26, 2023",1 hr 1 min per ep,PG-13 - Teens 13 or older,8.44,231863,3103,"Action, Mystery, Sci-Fi, Suspense",26.10.2023
26055,https://myanimelist.net/anime/26055/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders_-_Egypt-hen,https://www.youtube-nocookie.com/embed/JA48VBSl4nc?enablejsapi=1&wmode=opaque&autoplay=1,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders - Egypt-hen,ジョジョの奇妙な冒険 スターダストクルセイダース エジプト編,TV,Manga,24.0,Finished Airing,"Jan 10, 2015 to Jun 20, 2015",23 min per ep,R - 17+ (violence & profanity),8.44,1209363,21757,"Action, Adventure",
44511,https://myanimelist.net/anime/44511/Chainsaw_Man,https://www.youtube-nocookie.com/embed/jk7QSGwupPA?enablejsapi=1&wmode=opaque&autoplay=1,Chainsaw Man,チェンソーマン,TV,Manga,12.0,Finished Airing,"Oct 12, 2022 to Dec 28, 2022",24 min per ep,R - 17+ (violence & profanity),8.44,1836409,52541,"Action, Fantasy",
50265,https://myanimelist.net/anime/50265/Spy_x_Family,https://www.youtube-nocookie.com/embed/ofXigq9aIpo?enablejsapi=1&wmode=opaque&autoplay=1,Spy x Family,SPY×FAMILY,TV,Manga,12.0,Finished Airing,"Apr 9, 2022 to Jun 25, 2022",24 min per ep,PG-13 - Teens 13 or older,8.44,1807777,40654,"Action, Award Winning, Comedy",
